Id,PostId,Score,CreationDate,UserId
25531,14400,0,2011-08-17 14:28:08,5825
25532,12064,1,2011-08-17 14:31:43,88
25533,14400,0,2011-08-17 14:44:12,919
25534,14400,0,2011-08-17 14:49:45,5825
25536,14382,0,2011-08-17 14:36:35,5864
25537,14400,0,2011-08-17 14:51:24,919
25538,14400,1,2011-08-17 14:58:52,5825
25539,14396,0,2011-08-17 15:05:33,
25540,14402,0,2011-08-17 15:10:09,5864
25541,14401,0,2011-08-17 15:10:58,5864
25542,14407,0,2011-08-17 15:16:45,5837
25543,14402,2,2011-08-17 15:24:53,4856
25544,14407,0,2011-08-17 15:25:06,919
25545,14407,0,2011-08-17 15:29:19,5837
25546,14407,0,2011-08-17 15:36:01,919
25547,14407,0,2011-08-17 15:40:42,5837
25548,14407,0,2011-08-17 15:45:35,919
25550,14411,1,2011-08-17 15:53:13,2849
25551,14411,2,2011-08-17 15:56:22,561
25552,14412,1,2011-08-17 16:07:22,2849
25553,14407,0,2011-08-17 16:08:19,5837
25554,14411,0,2011-08-17 16:08:47,2849
25555,14407,0,2011-08-17 16:09:02,919
25556,14411,0,2011-08-17 16:14:10,2849
25557,13195,2,2011-08-17 16:18:24,1307
25558,14412,0,2011-08-17 16:26:14,3019
25559,14411,1,2011-08-17 16:30:14,795
25560,14411,0,2011-08-17 16:31:52,2849
25561,14411,0,2011-08-17 16:43:44,2849
25562,14352,2,2011-08-17 16:44:03,1036
25563,14352,0,2011-08-17 16:47:09,919
25564,14416,2,2011-08-17 17:00:09,1036
25566,14326,0,2011-08-17 17:34:20,196
25567,14410,4,2011-08-17 17:40:24,118
25568,14417,1,2011-08-17 17:46:02,118
25569,14410,1,2011-08-17 17:58:50,1764
25570,13202,0,2011-08-17 18:01:28,1764
25571,14410,1,2011-08-17 18:02:16,
25573,14422,0,2011-08-17 18:08:41,4856
25574,14362,0,2011-08-17 18:09:15,5767
25575,6710,0,2011-08-17 18:10:22,1764
25576,14352,0,2011-08-17 18:18:05,2970
25577,14422,0,2011-08-17 18:18:43,8101
25578,14400,0,2011-08-17 18:20:41,2970
25580,14418,0,2011-08-17 18:23:49,5836
25581,14416,0,2011-08-17 18:24:16,2970
25582,14416,2,2011-08-17 18:26:15,2970
25583,14414,1,2011-08-17 18:31:15,1036
25584,14401,0,2011-08-17 18:32:22,2970
25586,14362,0,2011-08-17 18:41:40,595
25587,14418,0,2011-08-17 18:42:29,1381
25588,14416,0,2011-08-17 18:43:53,1381
25589,14362,0,2011-08-17 18:57:21,5767
25590,14418,0,2011-08-17 19:02:28,2970
25591,14410,0,2011-08-17 19:08:38,5705
25592,14415,0,2011-08-17 19:21:11,2849
25593,14337,0,2011-08-17 19:28:20,1154
25594,14418,0,2011-08-17 19:28:40,601
25595,14418,0,2011-08-17 19:59:37,1381
25596,13459,0,2011-08-17 20:09:41,5509
25597,13463,0,2011-08-17 20:10:59,5509
25598,14400,0,2011-08-17 20:11:02,919
25599,14381,0,2011-08-17 20:17:03,2164
25601,14391,0,2011-08-17 20:19:39,2164
25602,14391,0,2011-08-17 20:22:08,2164
25603,14374,1,2011-08-17 20:27:40,919
25604,14393,1,2011-08-17 20:29:05,601
25605,14414,0,2011-08-17 20:30:24,5836
25606,14382,0,2011-08-17 20:34:20,3835
25607,14382,1,2011-08-17 20:36:40,3835
25608,14418,0,2011-08-17 20:36:41,5836
25609,14416,1,2011-08-17 20:37:45,1036
25610,14418,0,2011-08-17 20:39:59,5836
25611,14418,0,2011-08-17 20:44:04,5836
25612,14391,0,2011-08-17 20:44:59,2728
25613,14424,0,2011-08-17 20:46:36,5836
25614,14391,0,2011-08-17 20:47:04,2164
25615,14424,1,2011-08-17 20:49:45,2970
25616,14418,0,2011-08-17 20:56:02,1381
25617,14424,0,2011-08-17 21:01:17,601
25618,14416,1,2011-08-17 21:01:31,2750
25619,14400,0,2011-08-17 21:02:08,2970
25620,14391,0,2011-08-17 21:03:05,2728
25622,14416,0,2011-08-17 21:05:54,1036
25625,14410,1,2011-08-17 21:12:06,1764
25626,14337,0,2011-08-17 21:16:19,5855
25627,14391,0,2011-08-17 21:19:13,2164
25628,14410,0,2011-08-17 21:24:48,5705
25629,14337,0,2011-08-17 21:30:40,5855
25630,14391,0,2011-08-17 21:30:57,2728
25631,14400,0,2011-08-17 21:34:27,5825
25632,14391,0,2011-08-17 21:48:16,2164
25633,14422,0,2011-08-17 21:55:36,4856
25634,14401,0,2011-08-17 22:01:07,5864
25635,14430,1,2011-08-17 22:07:55,8101
25636,14430,1,2011-08-17 22:08:37,919
25637,14430,0,2011-08-17 22:11:31,4856
25638,14430,0,2011-08-17 22:13:57,919
25639,14430,0,2011-08-17 22:14:12,4856
25640,14422,0,2011-08-17 22:17:38,8101
25643,14431,0,2011-08-17 22:23:48,4856
25644,14430,0,2011-08-17 22:29:42,8101
25646,14424,0,2011-08-17 22:31:27,601
25647,14431,0,2011-08-17 22:32:13,2635
25648,14432,0,2011-08-17 22:37:15,2635
25649,14432,0,2011-08-17 22:39:57,4856
25650,14432,0,2011-08-17 22:42:36,4856
25651,14432,0,2011-08-17 22:45:26,2635
25652,14432,0,2011-08-17 22:46:30,4856
25653,14398,2,2011-08-17 22:50:35,5256
25654,14374,0,2011-08-17 22:53:25,5256
25655,14432,0,2011-08-17 22:58:40,2635
25657,14418,0,2011-08-17 23:54:12,5836
25658,14412,0,2011-08-17 23:57:30,5836
25659,14411,0,2011-08-18 00:11:40,5836
25660,14424,0,2011-08-18 00:12:56,5836
25661,14398,0,2011-08-18 00:18:50,686
25662,14424,0,2011-08-18 00:35:40,2970
25663,14430,0,2011-08-18 00:44:08,8101
25666,4302,18,2011-08-18 01:14:11,1144
25667,14432,0,2011-08-18 01:34:20,919
25668,14436,0,2011-08-18 02:03:59,5785
25669,14416,0,2011-08-18 02:26:18,3835
25671,14432,0,2011-08-18 02:32:24,4856
25672,14386,0,2011-08-18 03:52:08,5836
25673,14432,0,2011-08-18 04:06:19,919
25674,14437,2,2011-08-18 04:20:43,919
25675,14437,0,2011-08-18 04:56:35,1640
25676,14416,0,2011-08-18 05:37:19,1381
25677,14412,0,2011-08-18 05:39:39,3019
25678,14437,0,2011-08-18 05:52:45,1381
25679,14326,0,2011-08-18 07:26:51,2116
25680,14326,0,2011-08-18 07:30:44,2116
25682,14444,0,2011-08-18 09:15:16,930
25684,14449,0,2011-08-18 09:39:20,3277
25685,14403,0,2011-08-18 09:47:52,5191
25686,14366,0,2011-08-18 09:51:57,5383
25687,14444,0,2011-08-18 09:54:46,5509
25688,14449,0,2011-08-18 09:55:23,5837
25689,14220,0,2011-08-18 09:58:00,5509
25690,14439,1,2011-08-18 10:40:47,1640
25691,14438,0,2011-08-18 10:42:48,2635
25692,14457,0,2011-08-18 11:25:52,144
25693,14457,0,2011-08-18 11:29:04,5397
25694,14457,1,2011-08-18 11:32:34,144
25695,14457,0,2011-08-18 11:35:53,5397
25696,14457,0,2011-08-18 11:38:28,5397
25697,14457,1,2011-08-18 11:43:55,930
25698,14449,0,2011-08-18 11:51:07,183
25699,14449,0,2011-08-18 11:54:32,5837
25700,14449,1,2011-08-18 12:00:56,183
25701,14449,0,2011-08-18 12:03:50,5837
25702,14448,0,2011-08-18 12:13:47,696
25703,14448,0,2011-08-18 12:15:23,696
25704,14457,1,2011-08-18 12:26:17,656
25705,14437,3,2011-08-18 12:58:28,420
25706,14461,1,2011-08-18 10:23:53,
25707,14461,0,2011-08-18 10:28:41,
25708,14461,0,2011-08-18 10:32:25,
25709,14461,0,2011-08-18 10:34:47,
25710,14461,0,2011-08-18 10:38:32,
25711,14461,0,2011-08-18 12:44:52,
25712,14457,0,2011-08-18 13:21:44,5397
25713,14463,0,2011-08-18 13:29:38,5397
25714,14465,0,2011-08-18 13:37:36,5876
25715,14462,0,2011-08-18 13:40:54,5837
25716,14463,2,2011-08-18 13:48:47,4856
25717,14465,0,2011-08-18 14:12:38,5876
25718,14458,0,2011-08-18 14:15:30,279
25719,14465,0,2011-08-18 14:16:43,5876
25720,14220,0,2011-08-18 14:28:47,5835
25721,14463,1,2011-08-18 14:29:47,4253
25722,14457,3,2011-08-18 14:31:22,4253
25723,14463,0,2011-08-18 14:38:30,5397
25724,14457,0,2011-08-18 14:42:51,5397
25725,14442,0,2011-08-18 14:45:18,8101
25726,14438,0,2011-08-18 14:50:22,279
25727,14463,0,2011-08-18 14:58:16,4856
25728,14451,0,2011-08-18 15:04:40,5855
25729,14463,0,2011-08-18 15:16:20,5397
25730,14442,0,2011-08-18 15:19:10,8101
25731,14438,0,2011-08-18 15:19:35,919
25732,14438,0,2011-08-18 15:22:33,919
25733,14366,0,2011-08-18 15:24:17,919
25734,14466,1,2011-08-18 15:29:12,930
25735,14442,0,2011-08-18 15:32:09,8101
25736,14466,0,2011-08-18 15:39:51,5878
25737,14462,0,2011-08-18 15:43:32,364
25738,14465,0,2011-08-18 15:44:49,930
25739,14472,1,2011-08-18 15:52:45,5739
25740,14472,1,2011-08-18 15:55:00,4856
25741,14432,0,2011-08-18 15:59:44,4856
25742,14469,3,2011-08-18 16:02:57,5739
25743,14432,0,2011-08-18 16:04:03,919
25744,14469,0,2011-08-18 16:07:34,919
25745,14432,0,2011-08-18 16:10:13,4856
25746,14465,0,2011-08-18 16:13:07,919
25747,14473,0,2011-08-18 16:14:37,4856
25748,14476,0,2011-08-18 16:27:28,919
25749,14475,0,2011-08-18 16:31:06,4856
25750,14469,0,2011-08-18 16:54:52,603
25751,14461,1,2011-08-18 17:04:09,919
25752,14457,0,2011-08-18 17:19:42,4253
25753,14461,0,2011-08-18 17:35:28,4856
25754,14439,0,2011-08-18 18:06:07,2817
25755,7432,4,2011-08-18 18:16:13,88
25758,14416,0,2011-08-18 19:30:35,961
25759,14424,0,2011-08-18 19:35:29,961
25760,14483,0,2011-08-18 19:37:23,2728
25761,14438,0,2011-08-18 19:43:46,2635
25762,14473,1,2011-08-18 19:50:22,930
25763,14475,0,2011-08-18 20:02:56,686
25764,14475,0,2011-08-18 20:05:04,4856
25766,14483,1,2011-08-18 20:19:57,919
25767,14488,0,2011-08-18 20:20:29,3376
25768,14438,0,2011-08-18 20:23:16,919
25769,14432,0,2011-08-18 20:24:51,919
25770,14487,0,2011-08-18 20:25:34,1764
25771,14438,0,2011-08-18 20:25:38,2635
25772,14438,0,2011-08-18 20:32:02,919
25773,14477,1,2011-08-18 20:38:56,2798
25774,14489,1,2011-08-18 20:45:15,919
25775,14477,2,2011-08-18 20:48:23,1764
25776,14477,0,2011-08-18 20:50:12,2798
25777,14438,0,2011-08-18 20:51:38,2635
25779,14481,2,2011-08-18 20:52:48,919
25781,14484,1,2011-08-18 20:53:43,919
25783,14438,0,2011-08-18 20:57:09,919
25785,1837,0,2011-08-18 21:14:18,1036
25786,14488,0,2011-08-18 21:18:54,3376
25787,14484,0,2011-08-18 21:20:10,3874
25788,14477,0,2011-08-18 21:53:22,930
25789,14482,0,2011-08-18 21:58:25,8101
25790,14496,0,2011-08-19 00:10:45,1307
25791,14467,0,2011-08-19 00:11:53,5864
25792,14477,0,2011-08-19 00:46:54,1764
25793,1837,1,2011-08-19 01:43:53,919
25794,14437,0,2011-08-19 03:13:11,1381
25796,14416,1,2011-08-19 03:43:16,1307
25797,14497,1,2011-08-19 03:50:01,1307
25798,14475,0,2011-08-19 03:58:15,5739
25800,14488,0,2011-08-19 05:14:17,5880
25801,14500,1,2011-08-19 05:34:01,919
25802,14505,0,2011-08-19 06:56:25,1709
25805,14507,0,2011-08-19 07:26:00,1144
25806,14326,0,2011-08-19 07:37:48,196
25807,14326,0,2011-08-19 07:41:16,196
25808,14326,0,2011-08-19 07:44:17,196
25809,14326,0,2011-08-19 07:45:15,2116
25810,14326,0,2011-08-19 07:50:21,2116
25811,14454,0,2011-08-19 08:53:30,5494
25813,14482,0,2011-08-19 09:15:18,5887
25814,14487,0,2011-08-19 09:20:03,5887
25815,14469,0,2011-08-19 09:27:04,5203
25816,14390,1,2011-08-19 09:40:56,3567
25817,14497,1,2011-08-19 10:00:51,88
25818,14505,0,2011-08-19 10:03:39,88
25819,14510,1,2011-08-19 10:46:28,4856
25820,14497,3,2011-08-19 11:31:17,930
25821,14461,0,2011-08-19 12:24:41,1036
25823,14504,0,2011-08-19 13:18:40,2392
25825,14504,2,2011-08-19 13:39:17,4062
25827,14438,0,2011-08-19 13:50:19,279
25828,14438,0,2011-08-19 13:54:10,919
25829,14438,0,2011-08-19 14:04:02,279
25830,14504,0,2011-08-19 14:05:30,4872
25831,14504,0,2011-08-19 14:06:17,4872
25832,14438,0,2011-08-19 14:14:45,919
25833,14510,4,2011-08-19 14:18:08,919
25834,14510,0,2011-08-19 14:27:46,4856
25835,14487,0,2011-08-19 14:35:15,5832
25836,14492,1,2011-08-19 14:37:27,5832
25837,14500,0,2011-08-19 14:43:19,5739
25838,14432,0,2011-08-19 14:44:48,4856
25839,14492,1,2011-08-19 15:11:41,2817
25840,14487,0,2011-08-19 15:26:09,5887
25841,14504,1,2011-08-19 16:24:24,2392
25844,14516,0,2011-08-19 18:06:46,2040
25845,464,0,2011-08-19 18:10:38,1764
25846,14516,0,2011-08-19 18:29:33,2798
25848,14516,0,2011-08-19 18:48:32,1307
25850,14514,1,2011-08-19 18:49:36,930
25852,5061,0,2011-08-19 19:11:22,2860
25853,14519,0,2011-08-19 19:16:32,5896
25854,14468,0,2011-08-19 19:24:02,5785
25855,14522,0,2011-08-19 19:57:38,601
25856,14519,0,2011-08-19 20:04:44,919
25857,14523,3,2011-08-19 20:04:06,1036
25859,14509,0,2011-08-19 20:21:05,2669
25860,14524,1,2011-08-19 21:00:16,1307
25861,14524,0,2011-08-19 21:16:47,25133
25862,14527,1,2011-08-19 21:41:14,1513
25863,14527,1,2011-08-19 21:45:39,776
25864,14527,1,2011-08-19 21:46:54,776
25865,14527,2,2011-08-19 21:47:39,1764
25866,14526,0,2011-08-19 21:53:47,25133
25869,14526,0,2011-08-19 22:04:01,25133
25872,14392,0,2011-08-19 22:53:06,919
25874,14487,2,2011-08-20 00:28:24,5832
25875,14530,1,2011-08-20 01:30:19,919
25876,14524,0,2011-08-20 01:33:58,87
25877,14524,0,2011-08-20 01:55:35,25133
25878,14529,0,2011-08-20 02:01:10,25133
25879,14526,0,2011-08-20 02:15:00,1764
25880,14529,2,2011-08-20 02:22:54,1764
25881,14524,0,2011-08-20 03:13:10,776
25882,14533,1,2011-08-20 03:13:51,776
25883,14529,1,2011-08-20 03:14:59,776
25884,14529,0,2011-08-20 03:19:28,25133
25885,14526,0,2011-08-20 03:22:11,25133
25886,14533,0,2011-08-20 03:30:02,25133
25887,14529,0,2011-08-20 03:33:57,5055
25888,14535,0,2011-08-20 03:40:51,3454
25889,14535,0,2011-08-20 03:52:24,776
25890,14509,0,2011-08-20 04:47:29,183
25891,12087,0,2011-08-20 04:57:52,183
25892,14497,0,2011-08-20 05:06:23,87
25893,14508,0,2011-08-20 05:14:44,87
25894,14498,0,2011-08-20 05:19:24,87
25895,14529,0,2011-08-20 05:31:38,25133
25896,14462,0,2011-08-20 07:56:03,5837
25897,14462,0,2011-08-20 08:04:05,5837
25898,14539,0,2011-08-20 09:14:43,930
25899,14539,0,2011-08-20 09:20:31,5903
25900,14539,1,2011-08-20 09:40:47,930
25901,14533,0,2011-08-20 10:32:39,199
25911,14497,0,2011-08-20 11:15:33,930
25912,14498,0,2011-08-20 11:19:40,930
25914,14543,0,2011-08-20 05:11:49,
25915,14544,0,2011-08-20 05:16:48,
25916,14544,4,2011-08-20 05:27:02,
25917,14545,3,2011-08-20 10:24:27,3556
25919,14531,0,2011-08-20 12:59:17,1036
25920,14462,0,2011-08-20 14:01:26,364
25921,14549,0,2011-08-20 15:08:52,4253
25922,14516,1,2011-08-20 15:09:17,4253
25923,14546,0,2011-08-20 15:29:31,4253
25924,14504,0,2011-08-20 16:07:52,4872
25925,14549,0,2011-08-20 16:08:36,1080
25926,14504,0,2011-08-20 16:14:34,4872
25927,14517,0,2011-08-20 16:32:31,5404
25928,14549,0,2011-08-20 16:33:39,4253
25929,14531,0,2011-08-20 17:15:09,5739
25930,14546,0,2011-08-20 17:21:04,5837
25931,14555,0,2011-08-20 17:21:05,5739
25932,14546,0,2011-08-20 17:26:10,4253
25933,14546,0,2011-08-20 17:28:52,5837
25934,14546,4,2011-08-20 17:36:13,4253
25935,14462,0,2011-08-20 17:44:50,5837
25936,14546,0,2011-08-20 17:46:51,5837
25937,14549,0,2011-08-20 18:19:13,1080
25939,14546,0,2011-08-20 18:56:03,4253
25940,14549,0,2011-08-20 18:57:04,4253
25941,14557,2,2011-08-20 19:38:34,1764
25942,14557,0,2011-08-20 19:45:49,5908
25943,14550,1,2011-08-20 19:46:53,1764
25944,14557,0,2011-08-20 19:54:44,1764
25945,14557,0,2011-08-20 19:57:03,5908
25946,14526,0,2011-08-20 20:08:47,1764
25948,14550,0,2011-08-20 20:40:37,2798
25949,14558,0,2011-08-20 21:06:49,561
25950,12099,0,2011-08-20 21:11:47,930
25951,14537,1,2011-08-20 21:15:37,930
25952,14523,0,2011-08-20 21:24:08,1016
25953,14550,0,2011-08-20 21:42:15,4253
25954,14531,0,2011-08-20 22:17:50,5899
25955,14531,0,2011-08-20 22:19:04,5899
25956,14556,0,2011-08-20 22:23:40,5899
25957,464,0,2011-08-20 22:27:02,259
25958,14524,0,2011-08-20 22:36:11,5915
25959,14566,2,2011-08-21 01:39:05,5055
25960,14526,0,2011-08-21 03:14:09,25133
25961,14505,0,2011-08-21 03:36:47,4286
25962,14504,1,2011-08-21 04:09:56,795
25963,14331,0,2011-08-21 05:01:29,2956
25964,14558,1,2011-08-21 06:15:48,1307
25965,14559,0,2011-08-21 07:19:36,3277
25966,14572,0,2011-08-21 08:15:32,183
25967,14571,2,2011-08-21 08:17:14,88
25968,14572,0,2011-08-21 09:39:23,5917
25969,14572,0,2011-08-21 10:34:56,183
25971,14572,2,2011-08-21 11:00:47,930
25973,14577,0,2011-08-21 11:34:03,183
25974,14578,0,2011-08-21 11:34:44,930
25975,14578,0,2011-08-21 11:40:14,686
25976,14539,0,2011-08-21 12:34:21,930
25977,6820,1,2011-08-21 13:49:06,5862
25978,13497,0,2011-08-21 13:58:55,4062
25979,14559,1,2011-08-21 14:02:45,4253
25981,14526,0,2011-08-21 15:06:58,1764
25982,14583,1,2011-08-21 15:09:08,2970
25983,14579,1,2011-08-21 15:15:06,1764
25984,14571,0,2011-08-21 15:16:14,2817
25985,14559,0,2011-08-21 15:16:51,3277
25986,14583,0,2011-08-21 16:05:47,4966
25987,14527,0,2011-08-21 16:07:29,776
25988,14559,0,2011-08-21 17:02:31,4253
25989,14578,0,2011-08-21 17:38:30,1977
25990,14504,0,2011-08-21 17:51:25,4872
25991,14571,0,2011-08-21 18:04:51,2669
25992,14581,0,2011-08-21 18:07:10,2669
25993,14581,0,2011-08-21 18:24:06,5837
25994,14592,0,2011-08-21 19:07:53,776
25996,14593,0,2011-08-21 19:23:13,5921
25998,14585,6,2011-08-21 19:45:22,919
26000,14571,1,2011-08-21 19:54:44,2970
26001,14585,1,2011-08-21 19:57:16,2970
26002,14434,0,2011-08-21 20:05:35,5785
26003,14592,7,2011-08-21 20:25:04,4253
26004,14578,0,2011-08-21 20:27:51,5920
26005,14584,0,2011-08-21 20:31:39,5920
26006,14589,0,2011-08-21 20:31:58,5920
26007,14578,0,2011-08-21 20:53:11,1977
26008,14596,2,2011-08-21 20:57:08,919
26009,14517,0,2011-08-21 21:03:11,2392
26010,14517,0,2011-08-21 21:04:24,2392
26011,14596,0,2011-08-21 21:05:19,1977
26012,14576,0,2011-08-21 21:11:25,3835
26013,13317,0,2011-08-21 21:50:54,2392
26014,13317,0,2011-08-21 21:52:13,2392
26015,14596,0,2011-08-21 21:52:40,5740
26016,13317,0,2011-08-21 21:59:59,2392
26017,14596,1,2011-08-21 22:01:35,1977
26018,14584,0,2011-08-21 23:33:22,1764
26023,14579,1,2011-08-22 01:09:15,5836
26024,14576,0,2011-08-22 01:10:24,183
26030,14601,1,2011-08-22 01:32:31,183
26031,14505,0,2011-08-22 01:48:45,1709
26032,13497,0,2011-08-22 02:10:54,2775
26033,14572,0,2011-08-22 05:28:47,5917
26034,14599,0,2011-08-22 06:44:52,5837
26035,14610,0,2011-08-22 07:07:43,25133
26036,14611,0,2011-08-22 07:36:18,183
26038,13317,0,2011-08-22 09:07:30,2645
26039,14429,0,2011-08-22 09:31:43,5628
26040,14618,0,2011-08-22 09:46:27,5837
26041,14618,0,2011-08-22 10:13:32,3277
26043,14620,2,2011-08-22 10:25:13,930
26047,14620,0,2011-08-22 10:38:28,3376
26048,14625,1,2011-08-22 10:41:13,2116
26049,14620,2,2011-08-22 10:42:30,2116
26050,14625,0,2011-08-22 10:47:03,5837
26051,14611,1,2011-08-22 10:54:53,1934
26053,14627,0,2011-08-22 11:15:28,5405
26054,14610,2,2011-08-22 11:15:44,930
26055,14627,1,2011-08-22 11:19:14,930
26056,14505,0,2011-08-22 11:19:17,4286
26058,14627,0,2011-08-22 11:31:47,5405
26059,14530,0,2011-08-22 11:43:04,5864
26060,14611,1,2011-08-22 11:47:05,5862
26061,14627,1,2011-08-22 11:47:19,2116
26062,14630,0,2011-08-22 11:51:24,4257
26063,14625,0,2011-08-22 11:52:42,601
26064,14596,0,2011-08-22 11:56:58,5740
26065,14625,0,2011-08-22 11:56:59,2116
26066,14629,0,2011-08-22 12:08:15,5862
26067,14627,0,2011-08-22 12:12:22,5405
26068,14630,0,2011-08-22 12:12:55,5837
26069,14629,0,2011-08-22 12:13:08,5705
26070,14620,0,2011-08-22 12:16:33,3376
26071,14629,0,2011-08-22 12:35:54,5862
26074,14396,0,2011-08-22 12:48:09,5628
26075,14637,0,2011-08-22 12:51:55,1036
26077,14396,0,2011-08-22 12:58:19,
26078,14637,1,2011-08-22 13:03:38,
26079,14630,0,2011-08-22 13:05:14,5837
26080,14628,0,2011-08-22 13:17:16,1307
26081,14630,0,2011-08-22 13:19:55,2116
26082,14629,0,2011-08-22 13:31:32,5705
26083,14643,0,2011-08-22 13:27:44,1549
26084,14643,0,2011-08-22 13:35:09,5931
26087,14643,0,2011-08-22 14:05:24,1549
26088,14628,0,2011-08-22 14:14:47,1443
26089,14646,0,2011-08-22 14:18:45,5931
26090,14646,1,2011-08-22 14:26:32,1549
26091,14646,0,2011-08-22 14:39:38,5931
26092,14642,0,2011-08-22 14:45:54,5837
26093,14646,0,2011-08-22 14:48:21,5931
26094,14642,1,2011-08-22 14:59:56,3601
26095,14646,0,2011-08-22 15:10:25,1549
26096,14396,0,2011-08-22 15:12:34,5628
26097,14630,0,2011-08-22 15:12:39,5837
26099,14646,0,2011-08-22 15:18:02,5931
26100,14625,1,2011-08-22 15:26:30,930
26101,14630,0,2011-08-22 15:33:01,5837
26102,14596,0,2011-08-22 15:35:31,1977
26103,14599,0,2011-08-22 15:43:37,3058
26104,14630,0,2011-08-22 15:44:20,3601
26105,14599,0,2011-08-22 15:47:07,3058
26106,14646,0,2011-08-22 15:47:36,1549
26107,14599,0,2011-08-22 15:53:35,5837
26108,14630,0,2011-08-22 15:57:59,5837
26109,14652,2,2011-08-22 16:02:42,5933
26110,14599,0,2011-08-22 16:14:11,5837
26111,14583,1,2011-08-22 16:22:41,2970
26112,14599,0,2011-08-22 16:24:04,3058
26113,14599,0,2011-08-22 16:24:34,3058
26114,14630,0,2011-08-22 16:27:36,3601
26115,14630,0,2011-08-22 16:38:51,5837
26116,14630,0,2011-08-22 16:44:42,3601
26117,14651,0,2011-08-22 16:47:49,2817
26118,13534,0,2011-08-22 17:28:59,1764
26121,14652,0,2011-08-22 17:38:00,919
26124,14206,0,2011-08-22 17:44:06,4531
26125,13395,0,2011-08-22 17:48:28,3961
26126,14649,0,2011-08-22 17:52:42,1513
26127,14556,1,2011-08-22 18:50:40,5739
26128,14636,3,2011-08-22 18:59:21,279
26129,14654,0,2011-08-22 19:23:48,3019
26130,14654,0,2011-08-22 19:58:15,5862
26131,14610,0,2011-08-22 19:58:57,776
26132,14610,0,2011-08-22 20:01:23,776
26133,12099,0,2011-08-22 20:01:57,82
26135,14429,0,2011-08-22 20:41:29,5392
26136,14429,0,2011-08-22 20:47:32,5392
26137,14628,0,2011-08-22 21:14:39,1307
26138,14659,0,2011-08-22 21:16:00,1307
26140,14660,0,2011-08-22 21:21:17,1307
26142,14429,0,2011-08-22 21:32:16,5392
26144,14630,0,2011-08-22 21:44:44,5837
26145,14659,0,2011-08-22 21:49:11,4856
26146,14660,0,2011-08-22 22:08:56,4257
26148,14636,0,2011-08-22 22:23:27,5862
26149,14660,0,2011-08-22 22:26:36,2750
26150,14623,0,2011-08-22 22:52:08,5836
26151,14662,0,2011-08-22 23:07:04,5837
26152,14149,0,2011-08-22 23:29:29,3572
26153,14490,2,2011-08-22 23:42:52,3577
26154,14666,1,2011-08-23 00:25:01,5862
26155,14666,1,2011-08-23 00:31:46,364
26156,7379,0,2011-08-23 00:32:31,5862
26157,14565,1,2011-08-23 00:35:00,300
26158,14666,0,2011-08-23 00:49:09,601
26159,14664,2,2011-08-23 00:50:17,601
26160,14385,1,2011-08-23 00:51:38,300
26161,14669,1,2011-08-23 00:52:51,5862
26162,14630,0,2011-08-23 01:14:22,3601
26163,14593,0,2011-08-23 02:01:24,2669
26164,14581,0,2011-08-23 02:11:35,2669
26165,14671,1,2011-08-23 02:20:28,2669
26166,14671,0,2011-08-23 03:08:09,179
26167,563,0,2011-08-23 03:08:34,5739
26168,14675,0,2011-08-23 03:14:07,3058
26169,14673,2,2011-08-23 03:41:50,795
26170,14657,0,2011-08-23 04:18:31,1381
26171,14671,0,2011-08-23 04:49:33,5739
26172,5778,0,2011-08-23 04:50:46,5739
26173,14662,1,2011-08-23 05:01:07,5836
26174,14673,0,2011-08-23 05:21:18,8101
26175,14679,2,2011-08-23 06:34:12,603
26176,14628,0,2011-08-23 06:35:32,1443
26177,14666,0,2011-08-23 06:37:03,5837
26178,5778,0,2011-08-23 06:43:22,2116
26179,14664,0,2011-08-23 06:47:55,5837
26180,5778,0,2011-08-23 06:48:20,2116
26181,14662,0,2011-08-23 06:49:36,5837
26182,14676,0,2011-08-23 06:49:44,603
26183,14654,0,2011-08-23 06:50:15,3019
26184,14676,0,2011-08-23 06:54:34,603
26185,14665,0,2011-08-23 07:04:04,183
26186,14671,0,2011-08-23 07:05:23,
26187,14642,0,2011-08-23 07:09:33,2116
26188,14625,1,2011-08-23 07:19:18,2116
26189,14685,0,2011-08-23 07:45:31,2645
26190,14649,0,2011-08-23 08:09:56,1934
26191,14643,0,2011-08-23 08:36:16,656
26192,14643,0,2011-08-23 08:40:11,5931
26195,14643,1,2011-08-23 09:29:51,88
26196,14664,0,2011-08-23 10:04:56,601
26197,14664,0,2011-08-23 10:10:53,5837
26198,14647,0,2011-08-23 10:12:10,5931
26199,14429,0,2011-08-23 11:20:13,5628
26200,14647,0,2011-08-23 11:34:21,1549
26201,14654,0,2011-08-23 11:39:59,5862
26202,14554,0,2011-08-23 11:59:57,4691
26203,14678,0,2011-08-23 12:13:06,1036
26205,14694,1,2011-08-23 12:51:09,5494
26207,14656,0,2011-08-23 12:59:17,5494
26208,14694,2,2011-08-23 13:19:50,919
26211,5778,0,2011-08-23 13:48:16,5739
26212,14676,0,2011-08-23 13:49:38,5739
26213,14679,0,2011-08-23 13:52:35,8101
26214,14554,0,2011-08-23 13:54:06,5739
26215,14656,0,2011-08-23 13:57:42,5739
26216,14559,0,2011-08-23 14:24:15,5905
26217,14689,1,2011-08-23 14:27:01,279
26218,14647,0,2011-08-23 14:34:31,5256
26219,14671,0,2011-08-23 14:36:45,5739
26220,14662,2,2011-08-23 15:05:36,5836
